Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-01-27,Cairo,Egypt,168,52.9,218.8,86.8,48.5,2.02,121.9,-7.9,87,13.1
2024-01-28,New York,USA,106,49.0,67.1,6.1,45.0,4.4,169.7,20.3,20,11.4
2024-01-28,Los Angeles,USA,296,44.5,216.9,15.8,48.0,1.69,67.2,34.4,77,6.0
2024-01-28,London,UK,245,112.0,205.3,88.2,21.8,3.58,106.4,-8.4,30,8.0
2024-01-28,Beijing,China,118,151.6,45.2,37.0,10.8,1.96,115.1,38.8,65,5.4
2024-01-28,Delhi,India,277,164.3,120.1,43.3,4.2,4.74,124.5,23.3,32,12.9
2024-01-28,Paris,France,83,187.8,140.8,56.5,20.4,2.56,152.2,6.8,43,4.4
2024-01-28,Tokyo,Japan,133,122.9,269.7,6.0,49.8,8.15,186.5,27.1,58,14.1
2024-01-28,Sydney,Australia,148,137.7,14.6,83.5,10.9,4.23,192.9,37.0,72,2.6
2024-01-28,São Paulo,Brazil,169,61.4,146.5,27.5,11.7,1.03,199.2,14.0,60,11.1
2024-01-28,Cairo,Egypt,242,169.9,296.6,21.5,16.5,5.8,22.9,-4.8,12,12.1
2024-01-29,New York,USA,155,156.7,108.5,78.8,3.5,8.33,154.3,33.0,66,1.9
2024-01-29,Los Angeles,USA,287,38.8,260.1,6.4,26.1,6.06,169.5,0.5,64,10.8
2024-01-29,London,UK,119,68.2,27.7,43.9,14.5,8.63,86.1,13.5,11,13.6
2024-01-29,Beijing,China,131,62.3,237.1,36.1,40.9,1.5,96.1,29.5,51,2.4
2024-01-29,Delhi,India,154,177.3,63.8,88.9,12.3,6.68,183.9,-7.9,82,12.8
2024-01-29,Paris,France,79,227.2,240.0,47.5,20.4,7.69,81.9,30.2,63,3.4
2024-01-29,Tokyo,Japan,298,156.8,197.9,80.7,26.6,1.15,125.0,-3.2,82,7.6
2024-01-29,Sydney,Australia,281,95.4,53.8,58.6,29.4,3.95,121.7,37.5,78,1.1
2024-01-29,São Paulo,Brazil,300,248.8,97.7,18.9,19.8,4.94,73.7,37.3,49,12.6
2024-01-29,Cairo,Egypt,88,117.4,162.1,43.0,40.3,7.44,169.6,5.2,90,7.3
2024-01-30,New York,USA,102,112.1,225.0,89.9,33.1,3.26,92.2,21.7,66,6.8
2024-01-30,Los Angeles,USA,212,82.1,124.6,12.1,26.7,2.54,68.8,8.3,33,10.9
2024-01-30,London,UK,134,13.9,235.2,78.3,8.1,0.36,170.1,10.0,81,5.0
2024-01-30,Beijing,China,176,126.2,195.7,35.6,6.1,7.34,30.7,27.0,66,0.8
2024-01-30,Delhi,India,223,93.7,117.1,61.7,5.3,0.91,130.8,15.4,67,8.2
2024-01-30,Paris,France,222,225.9,193.9,80.6,42.4,4.98,134.2,-2.9,89,1.4
2024-01-30,Tokyo,Japan,130,16.4,61.4,40.2,10.1,2.2,71.3,20.1,80,1.0
2024-01-30,Sydney,Australia,53,10.5,129.6,45.8,14.2,4.94,165.4,17.9,83,4.4
2024-01-30,São Paulo,Brazil,178,178.3,194.2,49.0,40.5,3.43,183.4,-8.7,17,10.3
2024-01-30,Cairo,Egypt,219,6.7,250.9,98.9,11.3,5.32,126.3,14.7,55,14.8
2024-01-31,New York,USA,126,83.4,29.0,28.1,35.3,4.99,38.3,-4.5,73,5.4
2024-01-31,Los Angeles,USA,116,24.4,254.3,88.2,39.0,5.07,100.5,9.6,39,11.6
2024-01-31,London,UK,257,167.0,290.6,62.0,29.1,7.42,48.0,2.0,73,9.1
2024-01-31,Beijing,China,209,145.1,114.6,22.0,40.1,9.2,90.2,-2.5,20,9.1
2024-01-31,Delhi,India,294,229.4,23.2,64.2,25.3,5.98,168.4,37.9,60,0.7
2024-01-31,Paris,France,176,135.9,243.1,72.2,20.4,3.38,14.9,20.1,44,10.2
2024-01-31,Tokyo,Japan,213,21.9,146.0,19.8,7.2,8.14,34.6,39.2,13,10.4
2024-01-31,Sydney,Australia,65,34.5,115.3,41.0,31.1,8.93,36.6,18.5,60,1.0
2024-01-31,São Paulo,Brazil,231,45.4,267.1,37.5,17.8,3.14,53.1,-7.1,83,9.3
2024-01-31,Cairo,Egypt,147,39.0,253.4,20.7,5.7,4.11,193.0,26.8,63,4.3
2024-02-01,New York,USA,93,135.8,266.4,25.1,28.7,1.83,153.7,17.2,31,13.3
2024-02-01,Los Angeles,USA,281,174.3,273.4,82.9,32.6,0.64,147.5,8.3,79,8.2
2024-02-01,London,UK,253,173.1,111.8,86.7,9.3,7.63,173.0,6.9,24,7.0
2024-02-01,Beijing,China,123,28.8,19.0,65.7,8.5,8.58,51.9,-7.4,15,3.3
2024-02-01,Delhi,India,270,23.9,88.2,32.7,7.9,6.32,112.4,32.6,67,1.2
2024-02-01,Paris,France,204,201.3,44.2,95.8,8.4,8.15,45.0,2.1,31,10.9
2024-02-01,Tokyo,Japan,94,169.4,133.3,88.8,11.2,6.01,36.0,12.6,14,11.2
2024-02-01,Sydney,Australia,42,194.9,182.1,31.3,37.1,3.81,35.8,8.6,34,0.7
2024-02-01,São Paulo,Brazil,68,48.1,121.7,61.6,27.0,7.92,172.0,33.4,43,0.8
2024-02-01,Cairo,Egypt,264,31.7,25.6,5.3,42.8,1.47,116.1,2.0,90,3.4
2024-02-02,New York,USA,64,225.8,71.4,16.2,35.6,1.21,87.0,4.4,86,9.1
2024-02-02,Los Angeles,USA,75,74.4,223.6,83.7,2.3,6.26,154.1,-5.8,59,14.4
2024-02-02,London,UK,218,126.9,119.4,27.5,44.4,2.46,75.1,-3.0,35,4.8
2024-02-02,Beijing,China,132,158.6,104.9,63.4,47.2,7.87,96.4,3.7,80,7.6
2024-02-02,Delhi,India,144,202.4,298.5,44.9,48.7,2.34,43.4,13.7,31,4.9
2024-02-02,Paris,France,206,195.3,38.6,42.0,7.3,6.34,124.7,4.9,56,2.9
2024-02-02,Tokyo,Japan,286,212.8,217.4,13.8,44.0,4.8,185.1,-5.6,26,11.3
2024-02-02,Sydney,Australia,300,230.7,45.0,25.7,30.6,8.87,158.5,-7.4,55,10.7
2024-02-02,São Paulo,Brazil,223,127.5,117.8,72.9,24.8,9.88,105.2,30.1,15,8.2
2024-02-02,Cairo,Egypt,158,233.1,278.3,63.4,5.9,0.47,198.2,20.5,72,6.7
2024-02-03,New York,USA,163,232.1,112.7,85.2,48.1,4.32,108.0,39.1,22,5.5
2024-02-03,Los Angeles,USA,45,177.9,27.9,56.2,24.3,4.55,32.2,10.8,28,8.0
2024-02-03,London,UK,116,122.7,187.9,63.2,39.3,9.61,188.2,-7.5,83,6.5
2024-02-03,Beijing,China,233,55.9,76.1,39.3,11.0,0.44,58.8,30.0,42,11.7
2024-02-03,Delhi,India,230,223.6,283.7,65.7,43.5,5.81,104.4,25.3,65,11.3
2024-02-03,Paris,France,121,5.8,281.7,70.5,33.4,8.67,191.3,11.4,54,3.2
2024-02-03,Tokyo,Japan,244,115.9,51.6,79.7,47.2,3.67,133.3,17.5,68,12.8
2024-02-03,Sydney,Australia,201,164.7,149.7,49.7,41.5,7.02,24.0,18.8,87,9.1
2024-02-03,São Paulo,Brazil,66,154.5,46.2,17.1,27.1,8.97,191.8,14.3,42,3.2
2024-02-03,Cairo,Egypt,160,43.8,227.0,85.1,31.2,4.2,163.9,22.0,52,11.6
2024-02-04,New York,USA,92,22.2,166.7,28.4,29.8,4.77,28.1,25.8,21,6.8
2024-02-04,Los Angeles,USA,91,173.9,210.0,28.8,42.1,7.38,137.7,29.5,42,4.6
2024-02-04,London,UK,194,34.2,94.0,30.0,41.9,8.73,132.0,22.5,26,9.0
2024-02-04,Beijing,China,162,200.5,191.4,39.3,29.1,2.41,28.7,39.6,56,2.3
2024-02-04,Delhi,India,234,116.0,122.4,63.3,33.2,8.31,170.5,35.2,79,11.6
2024-02-04,Paris,France,221,214.8,169.6,14.5,26.3,2.4,95.6,9.1,80,8.9
2024-02-04,Tokyo,Japan,279,249.2,282.2,85.8,4.6,4.35,46.2,13.8,85,7.2
2024-02-04,Sydney,Australia,233,120.2,132.3,29.9,31.4,0.31,70.2,-5.8,55,10.7
2024-02-04,São Paulo,Brazil,52,149.9,233.2,96.4,41.9,2.78,34.8,23.5,16,4.8
2024-02-04,Cairo,Egypt,255,231.1,177.5,10.5,30.0,7.44,115.8,17.7,32,3.7
2024-02-05,New York,USA,96,136.5,70.1,26.0,47.6,8.87,195.9,12.1,46,15.0
2024-02-05,Los Angeles,USA,152,107.8,274.4,98.9,8.0,7.65,116.4,6.9,70,9.0
2024-02-05,London,UK,147,181.8,200.8,22.3,38.5,6.54,81.6,-9.7,13,5.0
2024-02-05,Beijing,China,128,12.0,68.7,23.1,46.8,1.91,102.6,27.2,73,2.2
2024-02-05,Delhi,India,139,63.0,187.6,71.0,27.3,7.59,120.3,20.8,44,2.4
2024-02-05,Paris,France,85,238.4,138.1,82.2,32.1,4.5,147.2,9.1,23,12.3
2024-02-05,Tokyo,Japan,94,190.5,75.6,56.5,34.0,2.06,98.6,21.0,20,4.2
2024-02-05,Sydney,Australia,271,165.3,269.6,78.4,45.2,8.92,148.4,33.6,17,0.8
2024-02-05,São Paulo,Brazil,56,17.4,269.1,74.8,9.0,7.01,108.1,24.5,85,3.2
2024-02-05,Cairo,Egypt,256,163.9,42.0,62.7,29.7,1.54,63.7,-9.1,62,9.5
2024-02-06,New York,USA,55,69.9,294.4,55.2,22.0,2.86,195.8,-7.9,26,14.0
2024-02-06,Los Angeles,USA,258,93.2,36.7,80.6,33.2,0.39,39.7,-2.1,16,9.4
2024-02-06,London,UK,123,24.8,120.0,8.3,21.6,4.01,128.6,-0.8,40,14.8
2024-02-06,Beijing,China,239,132.8,51.3,75.5,31.9,8.25,53.6,-9.1,73,2.8
2024-02-06,Delhi,India,285,27.2,98.7,91.4,24.1,1.3,199.4,-8.2,48,10.1
2024-02-06,Paris,France,296,240.2,245.4,92.4,10.9,7.99,179.7,17.5,72,2.3
2024-02-06,Tokyo,Japan,238,214.9,137.9,86.9,25.8,8.33,153.7,-5.0,78,8.5
2024-02-06,Sydney,Australia,32,25.1,52.4,54.0,38.7,9.89,166.6,22.4,86,3.6
2024-02-06,São Paulo,Brazil,66,214.9,275.9,54.7,27.7,2.86,30.4,13.7,81,5.4
2024-02-06,Cairo,Egypt,133,103.5,81.6,49.8,6.2,8.89,41.3,13.0,72,4.8
2024-02-07,New York,USA,98,28.5,287.3,81.9,42.4,2.46,41.2,25.3,13,14.9
2024-02-07,Los Angeles,USA,53,11.0,143.3,79.3,17.5,0.39,152.4,6.8,18,1.7
2024-02-07,London,UK,225,36.0,207.8,43.3,32.2,8.02,156.3,0.8,41,13.7
2024-02-07,Beijing,China,76,201.7,152.1,71.1,49.2,5.1,94.0,14.7,46,3.2
2024-02-07,Delhi,India,111,170.8,62.8,22.5,25.4,6.26,35.9,-2.5,54,6.7
2024-02-07,Paris,France,38,152.0,152.0,37.9,14.5,9.32,163.6,17.2,65,14.6
2024-02-07,Tokyo,Japan,44,125.8,286.5,21.5,38.7,8.62,43.5,27.4,19,0.5
2024-02-07,Sydney,Australia,205,229.0,102.9,80.2,40.0,7.59,137.9,16.0,44,12.5
2024-02-07,São Paulo,Brazil,263,134.2,234.6,68.7,37.1,1.46,47.1,30.5,65,9.5
2024-02-07,Cairo,Egypt,44,63.5,93.1,64.6,17.3,0.5,145.5,23.7,81,3.1
2024-02-08,New York,USA,191,110.2,202.2,41.5,42.5,2.2,13.2,-1.5,12,3.4
2024-02-08,Los Angeles,USA,238,20.8,149.8,38.7,50.0,5.57,52.1,12.3,73,4.2
2024-02-08,London,UK,284,52.7,192.1,27.6,41.6,7.03,75.8,14.2,12,3.4
2024-02-08,Beijing,China,36,97.1,92.4,74.7,25.0,0.83,101.8,33.0,38,10.8
2024-02-08,Delhi,India,42,15.4,68.1,43.7,26.3,5.58,42.8,-1.2,75,2.2
2024-02-08,Paris,France,176,131.6,24.4,16.1,32.6,8.69,88.6,22.6,16,1.5
2024-02-08,Tokyo,Japan,260,56.8,172.6,67.1,16.0,6.04,167.0,-6.3,14,13.0
2024-02-08,Sydney,Australia,58,230.2,225.0,58.3,28.9,8.87,71.1,36.3,75,4.5
2024-02-08,São Paulo,Brazil,126,177.5,275.2,11.3,39.2,9.36,17.3,11.4,22,3.3
2024-02-08,Cairo,Egypt,94,150.1,135.1,38.7,7.5,1.18,107.2,1.5,70,7.5
2024-02-09,New York,USA,52,55.8,295.7,24.8,24.2,5.81,165.9,28.3,54,8.5
2024-02-09,Los Angeles,USA,48,218.0,205.0,12.5,42.0,1.15,93.5,32.7,22,6.4
2024-02-09,London,UK,141,114.6,160.7,98.1,36.0,9.96,63.4,14.5,34,4.1
2024-02-09,Beijing,China,134,182.0,17.6,58.4,33.5,2.83,52.4,26.0,61,14.5
2024-02-09,Delhi,India,181,157.3,268.2,98.3,43.7,9.5,120.9,24.4,88,1.6
2024-02-09,Paris,France,189,123.5,209.1,86.6,16.2,6.86,74.5,30.5,63,12.5
2024-02-09,Tokyo,Japan,118,177.2,27.6,24.1,38.3,2.65,178.1,21.7,54,11.6
2024-02-09,Sydney,Australia,197,203.8,158.5,85.6,26.5,3.31,90.0,-1.3,74,10.3
2024-02-09,São Paulo,Brazil,165,162.9,202.2,9.1,12.2,7.94,193.7,38.6,44,2.4
2024-02-09,Cairo,Egypt,124,218.9,244.5,84.8,35.5,6.36,159.5,25.7,14,2.9
2024-02-10,New York,USA,89,42.7,238.8,39.3,3.3,5.06,128.8,-9.3,79,7.7
2024-02-10,Los Angeles,USA,275,154.8,16.4,87.7,13.8,5.83,105.3,10.2,16,13.9
2024-02-10,London,UK,259,192.3,188.7,87.9,11.3,9.51,102.0,21.1,83,14.9
2024-02-10,Beijing,China,83,140.9,59.0,98.1,2.6,5.56,129.9,24.4,54,11.2
2024-02-10,Delhi,India,77,18.1,164.8,35.2,37.2,4.19,199.5,22.9,51,6.2
2024-02-10,Paris,France,225,59.5,15.9,99.8,46.0,3.22,194.2,33.0,66,12.8
2024-02-10,Tokyo,Japan,117,89.6,233.9,64.6,8.1,3.16,174.5,9.9,11,1.8
2024-02-10,Sydney,Australia,61,190.9,27.3,9.6,16.1,1.91,160.3,35.2,65,12.5
2024-02-10,São Paulo,Brazil,83,56.1,39.4,38.0,31.2,3.94,166.0,-9.9,29,6.7
2024-02-10,Cairo,Egypt,177,83.3,93.0,18.7,49.7,9.7,111.4,3.8,85,9.5
2024-02-11,New York,USA,164,42.4,89.9,35.3,17.4,3.31,137.8,36.9,54,3.3
2024-02-11,Los Angeles,USA,56,149.6,132.1,5.2,17.9,2.84,93.3,11.9,77,0.8
2024-02-11,London,UK,250,50.0,106.7,48.8,2.9,5.91,131.9,35.0,82,12.8
2024-02-11,Beijing,China,255,206.8,47.3,72.1,35.7,4.2,139.2,31.9,31,7.5
2024-02-11,Delhi,India,248,127.0,11.9,52.8,10.2,7.6,193.2,5.5,21,8.3
2024-02-11,Paris,France,102,114.7,52.2,73.0,2.5,8.86,174.3,5.6,87,7.1
2024-02-11,Tokyo,Japan,58,31.2,29.7,44.2,22.9,2.25,70.9,38.4,61,5.2
2024-02-11,Sydney,Australia,79,167.8,258.5,84.1,6.8,7.52,190.8,2.4,48,7.9
2024-02-11,São Paulo,Brazil,255,200.6,179.3,88.2,7.9,6.4,152.6,7.8,10,5.0
2024-02-11,Cairo,Egypt,35,76.0,205.3,38.5,11.8,0.86,137.2,6.8,19,7.7
2024-02-12,New York,USA,52,168.7,227.7,60.1,9.0,5.06,112.5,31.6,10,4.4
2024-02-12,Los Angeles,USA,166,248.3,164.2,19.5,13.9,9.59,44.7,-8.8,59,12.7
2024-02-12,London,UK,158,247.2,141.4,66.9,12.5,0.99,14.4,-7.2,31,5.0
2024-02-12,Beijing,China,254,193.5,247.6,42.0,32.3,7.21,106.0,17.5,16,6.8
2024-02-12,Delhi,India,158,103.5,108.9,64.0,26.5,7.31,187.1,-7.1,84,6.6
2024-02-12,Paris,France,60,115.6,150.1,46.9,9.9,9.5,156.9,1.8,16,6.8
2024-02-12,Tokyo,Japan,149,230.2,269.3,63.4,12.6,7.64,87.0,12.8,74,7.4
2024-02-12,Sydney,Australia,224,214.2,158.2,97.3,41.1,0.66,171.1,13.9,89,8.7
2024-02-12,São Paulo,Brazil,43,209.8,164.7,63.8,9.5,0.55,44.2,17.2,35,10.9
2024-02-12,Cairo,Egypt,193,6.0,162.6,21.5,7.7,1.82,153.8,-7.9,10,2.7
2024-02-13,New York,USA,219,109.5,94.9,33.3,33.8,8.46,126.0,20.9,72,3.4
2024-02-13,Los Angeles,USA,121,159.6,105.3,13.4,13.6,6.72,77.1,33.0,54,11.8
2024-02-13,London,UK,285,80.1,202.9,35.1,16.3,5.59,108.3,15.6,53,0.9
2024-02-13,Beijing,China,220,215.2,30.9,20.0,13.5,8.85,105.0,37.7,38,4.0
2024-02-13,Delhi,India,235,168.3,249.3,74.3,46.7,5.63,74.3,0.8,32,14.0
2024-02-13,Paris,France,71,116.3,253.1,58.6,50.0,7.38,143.1,24.8,38,7.3
2024-02-13,Tokyo,Japan,237,99.6,10.9,61.2,3.4,9.65,46.6,-2.0,70,4.4
2024-02-13,Sydney,Australia,300,109.7,50.0,80.8,14.1,3.66,195.5,13.2,49,6.9
2024-02-13,São Paulo,Brazil,197,152.8,91.8,87.6,5.1,3.02,71.7,25.7,87,2.8
2024-02-13,Cairo,Egypt,210,237.4,154.0,70.3,42.0,8.67,26.1,5.2,56,14.8
2024-02-14,New York,USA,123,213.4,208.7,37.1,27.6,8.51,100.6,33.1,74,1.5
2024-02-14,Los Angeles,USA,263,51.4,12.1,44.7,48.5,5.82,128.6,-9.4,42,6.2
2024-02-14,London,UK,223,212.6,124.3,66.0,4.3,0.15,156.4,31.6,71,0.6
2024-02-14,Beijing,China,253,83.7,101.3,75.3,24.8,9.18,145.0,6.2,18,2.9
2024-02-14,Delhi,India,71,26.6,14.6,99.4,15.3,3.39,185.9,28.5,64,7.5
2024-02-14,Paris,France,292,67.4,188.1,43.2,21.1,4.02,161.1,-8.8,83,14.9
2024-02-14,Tokyo,Japan,248,98.0,205.1,63.9,27.3,5.59,79.0,37.4,34,1.7
2024-02-14,Sydney,Australia,201,22.4,176.3,61.3,39.4,8.66,158.8,24.1,63,0.8
2024-02-14,São Paulo,Brazil,140,198.7,271.3,60.3,16.8,0.64,187.0,17.8,20,9.5
2024-02-14,Cairo,Egypt,240,171.6,76.1,20.7,26.6,1.36,86.4,-6.1,40,6.9
2024-02-15,New York,USA,44,27.8,164.3,45.6,16.1,6.59,197.4,4.6,21,0.7
2024-02-15,Los Angeles,USA,279,204.5,222.5,18.5,27.9,2.32,103.1,30.8,62,5.1
2024-02-15,London,UK,52,203.3,68.1,77.3,7.4,0.22,41.0,2.1,88,14.8
2024-02-15,Beijing,China,93,53.7,72.7,86.3,35.3,8.06,53.8,34.4,46,3.2
2024-02-15,Delhi,India,218,174.3,283.5,18.0,28.9,9.3,85.3,33.4,17,6.0
2024-02-15,Paris,France,108,208.1,82.9,29.3,45.8,4.85,171.5,-3.9,49,1.6
2024-02-15,Tokyo,Japan,153,50.1,65.1,52.0,11.3,9.87,158.5,24.7,64,11.7
2024-02-15,Sydney,Australia,62,198.1,19.4,71.3,43.0,7.12,88.2,18.4,73,11.6
2024-02-15,São Paulo,Brazil,134,195.1,297.4,70.8,38.1,1.54,48.9,23.2,19,3.7
2024-02-15,Cairo,Egypt,98,137.7,194.9,68.1,14.1,8.23,108.6,20.8,61,2.6
2024-02-16,New York,USA,36,75.8,223.2,95.6,13.6,6.08,63.4,27.6,73,14.4
2024-02-16,Los Angeles,USA,226,208.6,283.6,56.1,12.5,6.5,181.3,4.2,17,8.6
2024-02-16,London,UK,165,63.9,194.6,90.0,16.3,1.48,134.4,35.0,90,13.8
2024-02-16,Beijing,China,197,156.5,237.6,20.7,23.2,8.0,169.7,-8.1,71,8.7
2024-02-16,Delhi,India,112,113.1,51.5,94.2,21.7,7.8,110.8,38.2,77,9.1
2024-02-16,Paris,France,104,180.5,149.5,56.8,30.7,0.15,61.3,-5.5,66,13.6
2024-02-16,Tokyo,Japan,147,66.9,160.1,53.9,37.9,9.11,141.9,32.2,76,14.9
2024-02-16,Sydney,Australia,32,161.8,298.9,78.4,30.6,2.17,109.0,-5.8,28,10.4
2024-02-16,São Paulo,Brazil,184,38.6,226.1,35.4,2.9,3.41,63.1,28.6,12,1.1
2024-02-16,Cairo,Egypt,151,109.6,245.5,55.4,33.2,2.8,35.1,11.0,26,2.0
2024-02-17,New York,USA,276,187.0,83.0,31.2,22.9,3.77,194.1,11.9,85,5.8
2024-02-17,Los Angeles,USA,259,186.4,75.0,16.6,23.0,7.71,30.5,-1.5,50,6.3
2024-02-17,London,UK,298,73.6,159.2,26.8,29.5,3.27,118.5,23.8,45,1.3
2024-02-17,Beijing,China,204,42.8,120.0,78.5,17.5,2.88,45.6,-2.7,21,9.5
2024-02-17,Delhi,India,263,199.4,88.2,98.6,44.8,6.66,12.0,1.3,68,12.4
2024-02-17,Paris,France,54,168.9,254.7,52.5,49.4,3.8,95.1,31.3,15,5.9
2024-02-17,Tokyo,Japan,109,193.9,75.8,73.8,38.8,3.33,158.5,20.3,47,10.6
2024-02-17,Sydney,Australia,206,69.1,127.5,6.1,8.4,2.85,13.4,-2.2,34,13.2
2024-02-17,São Paulo,Brazil,217,88.0,29.3,87.2,16.5,3.03,35.5,11.5,41,1.7
2024-02-17,Cairo,Egypt,242,75.4,35.9,79.1,23.4,5.28,132.0,5.8,86,9.4
2024-02-18,New York,USA,37,106.0,70.3,99.0,35.9,6.07,88.9,12.6,44,6.6
2024-02-18,Los Angeles,USA,232,53.0,251.4,23.4,39.8,0.51,137.1,-0.7,77,2.3
2024-02-18,London,UK,233,156.8,294.2,57.8,44.7,2.12,81.8,-7.7,79,0.8
2024-02-18,Beijing,China,287,51.0,224.3,41.2,44.8,0.6,172.8,37.3,57,12.7
2024-02-18,Delhi,India,233,170.6,253.2,79.8,23.0,4.33,17.4,21.6,27,8.2
2024-02-18,Paris,France,260,188.8,153.2,64.6,20.5,7.6,29.8,25.8,71,8.1
2024-02-18,Tokyo,Japan,222,182.7,31.3,73.4,49.0,2.61,145.1,1.4,12,8.3
2024-02-18,Sydney,Australia,170,213.1,266.2,82.7,44.2,3.45,96.6,20.0,28,7.3
2024-02-18,São Paulo,Brazil,226,89.4,222.3,11.2,41.5,7.69,86.3,-9.9,90,4.6
2024-02-18,Cairo,Egypt,270,177.3,23.2,91.2,2.8,0.92,21.5,-4.2,45,5.5
2024-02-19,New York,USA,213,181.7,133.4,64.4,3.9,0.38,189.2,4.8,18,3.3
2024-02-19,Los Angeles,USA,51,67.8,225.6,6.8,30.2,6.52,40.9,12.7,68,1.6
2024-02-19,London,UK,76,183.5,223.9,19.7,16.4,0.85,60.3,38.5,52,8.9
2024-02-19,Beijing,China,241,40.7,196.0,53.1,38.0,8.82,109.6,33.4,81,11.6
2024-02-19,Delhi,India,253,114.1,118.6,23.5,7.8,5.26,123.2,-2.1,90,6.9
2024-02-19,Paris,France,262,104.1,17.8,11.5,20.2,3.61,198.2,25.1,79,10.7
2024-02-19,Tokyo,Japan,193,148.4,10.5,37.8,22.0,0.16,144.4,-7.0,42,5.8
2024-02-19,Sydney,Australia,144,216.1,104.5,18.5,27.3,6.17,107.7,5.3,62,3.6
2024-02-19,São Paulo,Brazil,195,25.5,23.7,70.0,37.5,1.45,41.8,4.5,85,3.9
2024-02-19,Cairo,Egypt,288,159.8,162.1,73.6,29.7,1.67,187.5,8.6,57,1.9
2024-02-20,New York,USA,140,209.2,275.0,15.0,15.8,8.56,177.8,39.5,88,9.6
2024-02-20,Los Angeles,USA,268,54.4,252.3,12.1,23.1,3.11,73.1,17.3,57,5.8
2024-02-20,London,UK,185,92.9,165.8,44.7,46.2,5.31,115.0,34.8,57,13.5
2024-02-20,Beijing,China,289,22.4,191.2,48.8,49.1,1.15,38.9,38.1,58,5.8
2024-02-20,Delhi,India,276,202.5,80.4,54.6,6.4,8.29,70.0,-2.3,12,11.0
2024-02-20,Paris,France,31,223.8,277.4,60.4,33.5,9.05,31.2,-3.0,17,13.4
2024-02-20,Tokyo,Japan,259,166.8,157.6,21.0,27.9,6.0,189.7,34.2,55,6.6
2024-02-20,Sydney,Australia,278,38.3,241.1,49.8,13.7,3.63,79.1,12.2,65,3.8
2024-02-20,São Paulo,Brazil,191,172.1,191.4,38.3,20.6,4.79,141.8,24.5,17,2.5
2024-02-20,Cairo,Egypt,202,66.2,26.6,78.6,22.7,0.11,18.4,26.9,49,6.9
2024-02-21,New York,USA,224,130.3,193.8,40.2,5.0,4.58,21.0,-9.1,63,12.8
2024-02-21,Los Angeles,USA,125,118.7,119.1,91.0,21.8,0.63,194.9,-5.8,61,12.7
2024-02-21,London,UK,149,212.3,264.0,76.2,8.8,2.31,183.0,35.1,65,10.8
2024-02-21,Beijing,China,59,6.2,214.8,76.1,15.0,2.55,128.4,28.5,41,8.0
2024-02-21,Delhi,India,188,110.1,166.2,36.5,4.2,9.33,109.5,19.8,82,11.1
2024-02-21,Paris,France,245,174.1,235.9,34.7,14.2,1.22,113.0,18.5,14,2.5
2024-02-21,Tokyo,Japan,144,168.9,73.6,69.4,30.5,7.59,108.8,1.8,62,9.0
2024-02-21,Sydney,Australia,299,74.2,77.3,32.5,42.2,3.27,149.2,9.8,44,6.5
2024-02-21,São Paulo,Brazil,126,225.0,144.0,13.9,42.1,6.57,136.1,-4.0,28,14.6
2024-02-21,Cairo,Egypt,278,16.9,234.7,94.9,46.1,1.28,140.3,7.1,76,6.8
2024-02-22,New York,USA,187,47.7,159.0,13.1,28.9,5.37,135.2,-9.5,76,6.7
2024-02-22,Los Angeles,USA,108,233.0,88.0,95.8,15.6,1.03,24.1,40.0,31,5.8
2024-02-22,London,UK,43,6.6,113.2,35.1,41.7,3.49,191.5,4.2,43,13.6
2024-02-22,Beijing,China,107,67.3,181.5,29.8,42.4,2.09,124.6,5.0,49,13.0
2024-02-22,Delhi,India,248,90.8,123.5,98.0,7.5,7.16,88.6,28.0,55,11.2
2024-02-22,Paris,France,235,216.8,251.5,38.3,18.7,0.36,156.2,28.5,63,0.9
2024-02-22,Tokyo,Japan,244,54.5,294.9,54.7,32.0,4.09,125.8,33.7,45,10.4
2024-02-22,Sydney,Australia,111,29.9,50.2,96.3,31.9,8.01,36.1,26.8,68,10.9
2024-02-22,São Paulo,Brazil,141,24.0,121.8,60.8,28.6,6.2,199.8,30.3,14,13.0
2024-02-22,Cairo,Egypt,284,197.1,190.2,96.9,31.5,7.25,170.5,15.7,70,10.8
2024-02-23,New York,USA,115,207.7,90.2,83.4,26.7,3.34,111.7,15.9,43,12.2
2024-02-23,Los Angeles,USA,107,6.3,208.0,62.8,3.7,3.55,66.7,24.0,41,6.2
2024-02-23,London,UK,142,185.8,148.7,75.0,9.7,5.71,97.6,5.5,86,5.2
2024-02-23,Beijing,China,89,40.1,270.7,73.3,42.1,5.05,73.3,31.4,24,5.3
2024-02-23,Delhi,India,252,74.6,54.7,85.7,40.1,1.53,193.1,27.5,42,8.0
2024-02-23,Paris,France,203,180.6,117.9,89.3,9.0,4.63,63.2,12.4,83,4.7
2024-02-23,Tokyo,Japan,126,58.6,119.8,30.1,43.6,0.41,61.1,37.3,70,10.4
2024-02-23,Sydney,Australia,217,99.2,266.6,18.1,13.2,3.42,12.1,30.7,52,13.3
2024-02-23,São Paulo,Brazil,199,19.8,49.0,79.0,25.5,3.61,175.0,17.0,51,5.0
